geneid	start	end	synonyms
nemA	1726659	1727756	['ECK1646', 'ydhN']
gloA	1727837	1728244	['ECK1647']
rnt	1728347	1728994	['ECK1648']
lhr	1729087	1733703	['ECK1649', 'rhlF']
grxD	1733754	1734101	['ECK1650', 'ydhD']
mepH	1734435	1735250	['ECK1651', 'ydhO']
sodB	1735378	1735959	['ECK1652']
ydhP	1736121	1737290	['ECK1653']
cydH	1737456	1737545	['cydY', 'ECK4411', 'ynhF']
purR	1737844	1738869	['ECK1654']
punR	1738866	1739798	['ECK1655', 'ydhB']
punC	1739911	1741122	['ECK1656', 'ydhC']
cfa	1741413	1742561	['cdfA', 'ECK1657']
ribC	1742601	1743242	['ECK1658', 'ribE']
mdtK	1743457	1744830	['ECK1659', 'norE', 'norM', 'ydhE']
ydhQ	1744871	1746127	['ECK1660']
valV	1746435	1746511	['ECK1661']
valW	1746516	1746592	['ECK1662']
ydhR	1746700	1747005	['ECK1663']
ydhS	1747131	1748735	['ECK1664']
ydhT	1748747	1749559	['ECK1665']
ydhU	1749563	1750348	['ECK1666']
ydhX	1750345	1751013	['ECK1667']
ydhW	1751077	1751724	['ECK1668']
ydhV	1751728	1753830	['ECK1669']
ydhY	1753851	1754477	['ECK1670']
fumD	1754932	1755141	['ECK1671', 'ydhZ']
ynhH	1755496	1755690	['ECK4674']
pykF	1755698	1757110	['ECK1672']
lpp	1757421	1757657	['ECK1673', 'mlpA']
ldtE	1757721	1758725	['ECK1674', 'ynhG']
sufE	1758874	1759290	['ECK1675', 'ynhA']
sufS	1759303	1760523	['csdB', 'ECK1676', 'ynhB']
sufD	1760520	1761791	['ECK1677', 'ynhC']
sufC	1761766	1762512	['ECK1678', 'ynhD']
sufB	1762522	1764009	['ECK1679', 'ynhE']
sufA	1764018	1764386	['ECK1680', 'ydiC']
rydB	1764713	1764780	['ECK1681', 'IS082', 'tpe7']
ydiH	1764934	1765122	['ECK1682']
menI	1765222	1765632	['ECK1683', 'ydiI']
ydiJ	1765629	1768685	['ECK1684']
ydiK	1769074	1770186	['ECK1685']
rprA	1770372	1770477	['ECK1686', 'IS083', 'psrA5']
ydiL	1770615	1770971	['ECK1687']
ydiM	1771071	1772285	['ECK1688']
ydiN	1772512	1773777	['ECK1689']
ydiB	1773789	1774655	['ECK1690']
aroD	1774686	1775444	['ECK1691']
ydiF	1775587	1777182	['ECK1692']
ydiO	1777196	1778347	['ECK1693']
ydiP	1778390	1779301	['ECK1694']
ydiQ	1779617	1780381	['ECK1695']
ydiR	1780401	1781339	['ECK1696']
ydiS	1781395	1782684	['ECK1697']
ydiT	1782681	1782974	['ECK1698']
fadK	1782977	1784677	['ECK1699', 'ydiD']
ppsA	1784734	1787112	['ECK1700', 'pps']
ppsR	1787445	1788278	['ECK1701', 'ydiA']
aroH	1788435	1789481	['ECK1702']
ydiE	1789613	1789804	['ECK1703']
selO	1789808	1791244	['ECK1704', 'ydiU']
rflP	1791307	1792020	['ECK1705', 'ydiV']
nlpC	1792267	1792731	['ECK1706']
btuD	1792809	1793558	['ECK1707']
btuE	1793558	1794109	['ECK1708']
btuC	1794172	1795152	['ECK1709']
ihfA	1795253	1795552	['ECK1710', 'hid', 'himA']
pheT	1795557	1797944	['ECK1711']
pheS	1797959	1798942	['ECK1712', 'phe-act']
pheM	1799226	1799270	['ECK1713', 'phtL']
rplT	1799393	1799749	['ECK1714', 'pdzA']
rpmI	1799802	1799999	['ECK1715']
infC	1800096	1800638	['ECK1716', 'fit', 'srjA']
thrS	1800642	1802570	['ECK1717']
arpB	1803094	1804993	['b1720', 'b1721', 'ECK1718', 'ydiW', 'ydiX']
yniD	1805165	1805272	['ECK1719']
ydiY	1805325	1806083	['ECK1720']
pfkB	1806370	1807299	['ECK1721']
ydiZ	1807400	1807690	['ECK1722']
yniA	1807796	1808656	['ECK1723']
yniB	1808697	1809233	['ECK1724']
hxpB	1809380	1810048	['ECK1725', 'yniC']
ydjM	1810211	1810801	['ECK1726']
tcyP	1810934	1812325	['ECK1727', 'ydjN']
ydjO	1812329	1813132	['ECK1728']
cedA	1813421	1813663	['ECK1729', 'ydjP']
katE	1813867	1816128	['ECK1730']
chbG	1816386	1817135	['celG', 'ECK1731', 'ydjC']
chbF	1817148	1818500	['celF', 'ECK1732', 'ydjD']
chbR	1818605	1819447	['celD', 'ECK1733']
chbA	1819455	1819805	['celC', 'ECK1734']
chbC	1819856	1821214	['celB', 'ECK1735', 'hic']
chbB	1821299	1821619	['celA', 'ECK1736']
osmE	1821918	1822256	['anr', 'ECK1737']
nadE	1822458	1823285	['ECK1738', 'efg', 'ntrL']
cho	1823515	1824402	['ECK1739', 'ydjQ']
ves	1824362	1824937	['ECK1740', 'ydjR']
spy	1825140	1825625	['ECK1741']
astE	1825955	1826923	['ECK1742', 'ydjS']
astB	1826916	1828259	['ECK1743', 'ydjT']
astD	1828256	1829734	['ECK1744', 'ydjU']
astA	1829731	1830765	['ECK1745', 'ydjV']
astC	1830762	1831982	['argM', 'cstC', 'ECK1746', 'ydjW']
xthA	1832428	1833234	['ECK1747', 'xth']
ydjX	1833401	1834111	['ECK1748']
ydjY	1834116	1834793	['ECK1749']
ydjZ	1834808	1835515	['ECK1750']
ynjA	1835515	1836063	['ECK1751']
ynjB	1836073	1837239	['ECK1752']
ynjC	1837212	1838747	['ECK1753']
ynjD	1838747	1839400	['ECK1754']
ynjE	1839467	1840774	['ECK1755']
ynjF	1840783	1841403	['ECK1756']
nudG	1841490	1841897	['ECK1757', 'orf135', 'ynjG']
ynjH	1841863	1842135	['ECK1758']
gdhA	1842371	1843714	['ECK1759']
ynjI	1843831	1844871	['ECK1760']
topB	1844999	1846960	['ECK1761', 'mutR']
selD	1846965	1848008	['ECK1762', 'fdhB']
ydjA	1848125	1848676	['ECK1763']
sppA	1848837	1850693	['ECK1764']
ansA	1850860	1851876	['ECK1765']
pncA	1851887	1852528	['ECK1766', 'nam', 'ydjB']
ydjE	1852621	1853979	['ECK1767']
ydjF	1854096	1854854	['ECK1768']
ydjG	1854991	1855971	['ECK1769']
ydjH	1855981	1856928	['ECK1770']
ydjI	1856933	1857769	['ECK1771']
ydjJ	1857790	1858833	['ECK1772']
ydjK	1858850	1860229	['ECK1773']
ydjL	1860256	1861332	['ECK1774']
yeaC	1861702	1861974	['ECK1775']
msrB	1862016	1862429	['ECK1776', 'yeaA']
gapA	1862771	1863766	['ECK1777', 'gad', 'gap1']
yeaD	1863850	1864734	['ECK1778', 'yzzQ']
yeaE	1864782	1865636	['ECK1779']
mipA	1865726	1866472	['ECK1780', 'yeaF']
yeaG	1866908	1868842	['ECK1781']
yeaH	1868955	1870238	['ECK1782']
cdgI	1870385	1871860	['ECK1783', 'yeaI']
dgcJ	1872041	1873531	['ECK1784', 'yeaJ']
yeaK	1873574	1874077	['ECK1785']
yoaI	1874078	1874182	['ECK1786']
yeaL	1874352	1874798	['ECK1787']
nimR	1874755	1875576	['ECK1788', 'yeaM']
nimT	1875673	1876854	['ECK1789', 'yeaN']
yeaO	1876909	1877256	['ECK1790']
yoaF	1877278	1877532	['ECK1791']
dgcP	1877715	1878740	['ECK1792', 'yeaP']
yoaK	1878773	1878871	['ECK4491']
yoaJ	1878874	1878948	['ECK4490']
yeaQ	1879007	1879255	['ECK1793']
yoaG	1879403	1879585	['ECK1794']
yeaR	1879589	1879948	['ECK1795']
leuE	1880121	1880759	['ECK1796', 'yeaS']
dmlR	1880886	1881809	['ECK1797', 'yeaT']
dmlA	1881912	1882997	['ECK1798', 'ttuC', 'yeaU']
yeaV	1883188	1884633	['ECK1799']
yeaW	1884665	1885789	['ECK1800']
yeaX	1885845	1886810	['ECK1801']
rnd	1886864	1887991	['ECK1802']
fadD	1888061	1889746	['ECK1803', 'oldD']
yeaY	1889951	1890532	['ECK1804']
tsaB	1890572	1891267	['ECK1805', 'yeaZ']
yoaA	1891325	1893235	['ECK1806']
yoaB	1893367	1893711	['ECK1807']
yoaC	1894133	1894432	['ECK1808']
yoaH	1894552	1894731	['ECK1809']
pabB	1894805	1896166	['ECK1810']
nudL	1896170	1896748	['ECK1811', 'yeaB']
sdaA	1896932	1898296	['ECK1812']
pdeD	1898427	1900025	['ECK1813', 'yoaD']
yoaE	1900029	1901585	['ECK1814']
yoaL	1901573	1901731	['ECK4608']
manX	1902048	1903019	['ECK1815', 'gptB', 'mpt', 'ptsL', 'ptsX']
manY	1903082	1903882	['ECK1816', 'pel', 'ptsP', 'ptsX']
manZ	1903895	1904746	['ECK1817', 'gptB', 'mpt', 'ptsM', 'ptsX']
yobD	1904801	1905259	['ECK1818']
mntP	1905688	1906254	['ECK1819', 'yebN']
rlmA	1906251	1907060	['ECK1820', 'rrmA', 'yebH']
cspC	1907226	1907435	['ECK1821', 'msmB']
yobF	1907448	1907591	['ECK1822']
yebO	1908261	1908548	['ECK1823']
mgrB	1908623	1908766	['ECK1824', 'yobG']
yobH	1908925	1909164	['ECK1825']
kdgR	1909308	1910099	['ECK1826', 'yebP']
yebQ	1910276	1911649	['ECK1827']
htpX	1911695	1912576	['ECK1828']
prc	1912768	1914816	['ECK1829', 'tsp']
proQ	1914836	1915534	['ECK1830', 'yebJ', 'yobE', 'yoeC']
msrC	1915631	1916128	['ECK1831', 'yebR']
letA	1916258	1917541	['ECK1832', 'yebS']
letB	1917510	1920143	['ECK1833', 'yebT']
rsmF	1920223	1921662	['ECK1834', 'yebU']
yebV	1921780	1922016	['ECK1835']
yebW	1922121	1922312	['ECK1836']
pphA	1922313	1922969	['ECK1837', 'prpA', 'yebX']
ryeA	1923066	1923337	['ECK1838', 'IS091', 'psrA8', 'sraC', 'tkpe79']
sdsR	1923104	1923207	['ECK1839', 'ryeB', 'tkpe79']
yebY	1923365	1923706	['ECK1840']
yebZ	1923719	1924591	['ECK1841']
yobA	1924595	1924969	['ECK1842']
holE	1925108	1925338	['ECK1843']
yobB	1925440	1926096	['ECK1844']
exoX	1926120	1926782	['ECK1845', 'yobC']
ptrB	1926779	1928839	['ECK1846', 'tlp']
yebE	1929048	1929707	['ECK1847']
yebF	1930034	1930390	['ECK1848']
yebG	1930457	1930747	['ECK1849']
purT	1930881	1932059	['ECK1850']
eda	1932115	1932756	['ECK1851', 'hga', 'kdgA', 'kga']
edd	1932793	1934604	['ECK1852']
zwf	1934839	1936314	['ECK1853']
yebK	1936652	1937521	['ECK1854', 'hexR(P.a.)']
pykA	1937649	1939091	['ECK1855']
lpxM	1939222	1940193	['ECK1856', 'mlt', 'msbB', 'waaN']
mepM	1940313	1941635	['ECK1857', 'yebA']
znuA	1941651	1942583	['ECK1858', 'yebL', 'yzzP']
znuC	1942662	1943417	['ECK1859', 'yebM']
znuB	1943414	1944199	['ECK1860', 'yebI']
ruvB	1944346	1945356	['ECK1861']
ruvA	1945365	1945976	['ECK1862']
yobI	1946115	1946180	['ECK4492']
yebB	1946251	1946853	['ECK1863']
ruvC	1946855	1947376	['ECK1864']
yebC	1947411	1948151	['ECK1865']
nudB	1948180	1948632	['ECK1866', 'ntpA', 'yebD']
aspS	1948750	1950522	['ECK1867', 'tls']
yecD	1950832	1951398	['ECK1868']
yecE	1951395	1952213	['ECK1869']
yecN	1952266	1952661	['ECK1870']
cmoA	1952702	1953445	['ECK1871', 'yecO']
cmoB	1953442	1954413	['ECK1872', 'yecP']
torZ	1954578	1957007	['bisZ', 'ECK1873']
torY	1957032	1958132	['ECK1874', 'yecK']
micL	1958441	1958520	['ECK4574', 'ryeF', 'slrA']
cutC	1958520	1959266	['ECK1875']
yecM	1959280	1959846	['ECK1876', 'yecL']
argS	1960062	1961795	['ECK1877', 'lov', 'lov-1']
yecV	1961837	1961881	['ECK4635']
yecT	1961972	1962460	['ECK1878']
flhE	1962580	1962972	['ECK1879']
flhA	1962972	1965050	['ECK1880', 'flaH']
flhB	1965043	1966191	['ECK1881', 'flaG', 'yecQ']
cheZ	1966393	1967037	['ECK1882']
cheY	1967048	1967437	['ECK1883']
cheB	1967452	1968501	['ECK1884']
cheR	1968504	1969364	['cheX', 'ECK1885']
tap	1969383	1970984	['ECK1886']
tar	1971030	1972691	['cheM', 'ECK1887']
cheW	1972836	1973339	['ECK1888']
cheA	1973360	1975324	['ECK1889']
motB	1975329	1976255	['ECK1890', 'flaJ']
motA	1976252	1977139	['ECK1891', 'flaJ']
motR	1977208	1977302	['ECK4685']
flhC	1977266	1977844	['ECK1892', 'flaI']
flhD	1977847	1978197	['ECK1893', 'flbB']
insB5	1978518	1979021	['ECK0022']
insA5	1978940	1979215	['ECK0023']
uspC	1979753	1980181	['ECK1894', 'yecG']
otsA	1980188	1981612	['ECK1895']
otsB	1981587	1982387	['ECK1896', 'otsP']
araH	1982554	1983540	['b1898', 'b1899', 'ECK1897']
araG	1983555	1985069	['ECK1898']
araF	1985139	1986128	['ECK1899']
ftnB	1986925	1987428	['ECK1900', 'yecI']
yecJ	1987507	1987758	['ECK1901']
azuC	1987873	1987959	['ECK4478']
yecR	1988222	1988545	['ECK1903']
ftnA	1988716	1989213	['ECK1904', 'ftn', 'gen-165', 'rsgA']
yecH	1989251	1989490	['ECK1905']
tyrP	1989681	1990892	['ECK1906']
yecA	1990954	1991619	['ECK1907']
3'ETS-leuZ	1991748	1991814	['ECK4616']
leuZ	1991815	1991901	['ECK1908']
cysT	1991914	1991987	['ECK1909']
glyW	1992042	1992117	['ECK1910', 'ins', 'mutC', 'suA58', 'suA78']
pgsA	1992269	1992817	['ECK1911']
uvrC	1992874	1994706	['ECK1912']
uvrY	1994703	1995359	['ECK1913', 'yecB']
yecU	1995655	1995831	['ECK4609']
yecF	1995818	1996042	['ECK1914']
sdiA	1996110	1996832	['ECK1915']
sdsN	1996921	1997057	['ECK4576']
tcyN	1997062	1997814	['ECK1916', 'yecC']
tcyL	1997811	1998479	['ECK1917', 'yecS']
dcyD	1998494	1999480	['ECK1918', 'yedO']
tcyJ	1999585	2000385	['ECK1919', 'fliY', 'ssi7', 'yzzR']
fliZ	2000473	2001024	['ECK1920', 'yedH']
fliA	2001070	2001789	['ECK1921', 'flaD', 'rpoF']
fliX	2001912	2002106	['ECK4684']
fliC	2002110	2003606	['ECK1922', 'flaF', 'H', 'hag']
fliD	2003872	2005278	['ECK1923', 'flbC', 'rfs']
fliS	2005303	2005713	['ECK1924']
fliT	2005713	2006078	['ECK1925']
amyA	2006156	2007643	['ECK1926', 'yedC']
yedD	2007677	2008090	['ECK1927']
yedE	2008277	2009482	['ECK1928']
yedF	2009479	2009712	['ECK1929']
yedK	2009821	2010489	['ECK1930', 'yedG']
yedL	2010600	2011079	['ECK1931']
yedN	2011223	2012351	['b1933', 'b1934', 'b1935', 'ECK1932', 'ECK1933', 'yedM']
intG	2012502	2012780	['ECK1934']
fliE	2012700	2013014	['ECK1935', 'fla', 'flaAI', 'flaN']
fliF	2013229	2014887	['ECK1936', 'flaAII.1', 'flaBI']
fliG	2014880	2015875	['ECK1937', 'flaAII.2', 'flaBII']
fliH	2015868	2016554	['ECK1938', 'flaAII.3', 'flaBIII']
fliI	2016554	2017927	['ECK1939', 'fla', 'flaAIII', 'flaC']
fliJ	2017946	2018389	['ECK1940', 'flaO']
fliK	2018386	2019513	['ECK1941', 'flaE']
fliL	2019618	2020082	['cheC1', 'ECK1942', 'flaAI', 'flaQI']
fliM	2020087	2021091	['cheC2', 'ECK1943', 'fla', 'flaA', 'flaAII', 'flaQ', 'flaQII']
fliN	2021088	2021501	['ECK1944', 'motD']
fliO	2021504	2021869	['ECK1945', 'flbD']
fliP	2021869	2022606	['ECK1946', 'flaR']
fliQ	2022616	2022885	['ECK1947', 'flaQ']
fliR	2022893	2023678	['ECK1948', 'flaP']
rcsA	2023968	2024591	['cpsR', 'ECK1949']
dsrB	2024635	2024823	['ECK1950']
yodD	2024986	2025213	['ECK1951']
dsrA	2025223	2025313	['ECK1952']
yedP	2025511	2026326	['ECK1953']
dgcQ	2026323	2028017	['ECK1954', 'yedQ']
yodC	2028188	2028370	['ECK1955']
yedI	2028449	2029366	['ECK1956']
yedA	2029539	2030459	['ECK1957']
vsr	2030448	2030918	['ECK1958']
dcm	2030899	2032317	['ECK1959', 'mec']
yedJ	2032384	2033079	['ECK1960']
drpB	2033119	2033421	['ECK1961', 'yedR']
rseX	2033649	2033739	['ECK4412', 'IS096']
yedS	2034051	2035243	['b1964', 'b1965', 'b1966', 'ECK1962', 'yedT']
hchA	2035835	2036686	['ECK1963', 'yedU', 'yzzC']
hprS	2036794	2038152	['ECK1964', 'yedV']
hprR	2038152	2038823	['ECK1965', 'yedW']
hiuH	2038956	2039369	['ECK1966', 'yedX']
msrP	2039478	2040482	['ECK1967', 'yedY']
msrQ	2040483	2041118	['ECK1968', 'yedZ']
zinT	2041375	2042025	['ECK1969', 'yodA']
yodB	2042368	2042898	['ECK1970']
serU	2043468	2043557	['ECK1971', 'ftsM', 'Su-1', 'su1', 'supD', 'supH']
mtfA	2043651	2044448	['ECK1972', 'yeeI']
asnT	2044549	2044624	['ECK1973']
yeeJ	2044938	2052014	['ECK1974']
yeeL	2052276	2053328	['b1979', 'b1980', 'ECK1975', 'yeeK']
shiA	2053643	2054959	['ECK1976', 'yeeM']
amn	2055061	2056515	['ECK1977']
yeeN	2056858	2057574	['ECK1978']
asnW	2058027	2058102	['ECK1979']
yeeO	2058203	2059846	['ECK1980']
asnU	2059851	2059926	['ECK1981']
cbl	2059964	2060914	['ECK1982']
nac	2061016	2061933	['ECK1983']
asnV	2062260	2062335	['ECK1984']
ldtA	2062391	2063323	['ECK1985', 'erfK', 'yeeG', 'yzzT']
cobT	2063388	2064467	['ECK1986']
cobS	2064479	2065222	['ECK1987']
cobU	2065219	2065764	['ECK1988']
yeeH	2066068	2066154	['ECK4437']
insH6	2066305	2067285	['ECK0261', 'trs5-6', 'yi52_6']
yoeG	2067360	2067892	['ECK4451']
yoeH	2068261	2068419	['ECK4452']
yoeA	2068635	2070474	['b1995', 'b1998', 'ECK1989', 'ECK1990', 'yoeE']
insD3	2068952	2069857	['ECK0358', 'yi22-3']
insC3	2069815	2070180	['ECK0357', 'yi21-3']
yoeA	2070277	2070474	['b1995', 'b1998', 'ECK1989', 'ECK1990', 'yoeE']
yeeP	2070786	2071211	['ECK1991']
isrC	2071317	2071511	['ECK1992', 'IS102']
flu	2071539	2074658	['agn', 'agn43', 'ECK1993', 'yeeQ', 'yzzX']
yeeR	2074779	2076311	['ECK1994']
yeeS	2076308	2076754	['ECK1995']
yeeT	2076817	2077038	['ECK1996']
cbeA	2077112	2077480	['ECK1997', 'yeeU']
cbtA	2077569	2077943	['ECK1998', 'yeeV']
yeeW	2077940	2078134	['ECK1999']
yoeD	2078549	2078677	['ECK4443']
yoeF	2078575	2078931	['ECK2000']
tmaR	2079032	2079361	['ECK2001', 'yeeX']
yoeJ	2079427	2079477	['ECK4675']
yeeA	2079533	2080591	['ECK2002']
sbmC	2080789	2081262	['dgi', 'ECK2003', 'gyrI', 'yeeB']
dacD	2081381	2082547	['ECK2004', 'phsE', 'yeeC']
sbcB	2082756	2084183	['cpeA', 'ECK2005', 'exoI', 'rmuA', 'xonA']
tsuB	2084226	2084453	['ECK2006', 'yeeD']
tsuA	2084467	2085525	['ECK2007', 'yeeE']
plaP	2085704	2087062	['ECK2008', 'yeeF']
yoeI	2087052	2087114	['ECK4493']
yeeY	2087329	2088258	['ECK2009']
yeeZ	2088304	2089128	['ECK2010']
yoeB	2089211	2089465	['ECK2011']
yefM	2089462	2089713	['ECK2012']
hisL	2089996	2090046	['ECK2013']
hisG	2090192	2091091	['ECK2014']
hisD	2091097	2092401	['ECK2015']
hisC	2092398	2093468	['ECK2016']
hisB	2093468	2094535	['ECK2017']
hisH	2094535	2095125	['ECK2018']
hisA	2095125	2095862	['ECK2019']
hisF	2095844	2096620	['ECK2020']
hisI	2096614	2097225	['ECK2021', 'hisE', 'hisIE']
wzzB	2097321	2098301	['cld', 'ECK2022', 'rol', 'wzz']
ugd	2098447	2099613	['ECK2023', 'pmrE', 'udg', 'UDG8', 'yefA']
gnd	2099862	2101268	['ECK2024']
wbbL	2101396	2103389	['b2031', 'b4540', 'ECK2025', 'yefJ']
insH7	2101895	2102875	['ECK0261', 'trs5-7', 'yi52_7']
wbbL	2102944	2103389	['b2031', 'b4540', 'ECK2025', 'yefJ']
wbbK	2103391	2104509	['ECK2026', 'yefI']
wbbJ	2104494	2105084	['ECK2027', 'yefH']
wbbI	2105065	2106057	['ECK2028', 'yefG']
wbbH	2106060	2107226	['ECK2029', 'rfc', 'yefF']
glf	2107226	2108329	['ECK2030', 'yefE']
rfbX	2108337	2109584	['ECK2031', 'wzx', 'wzxB']
rfbC	2109581	2110138	['ECK2032', 'rfbD', 'rmlC']
rfbA	2110138	2111019	['ECK2033', 'rmlA', 'som']
rfbD	2111077	2111976	['ECK2034', 'rmlD']
rfbB	2111976	2113061	['ECK2035', 'rmlB', 'som']
galF	2113434	2114327	['ECK2036', 'wcaN', 'yefG']
wcaM	2114502	2115896	['ECK2037', 'yefK']
wcaL	2115907	2117127	['ECK2038', 'yefL']
wcaK	2117124	2118404	['ECK2039']
wzxC	2118680	2120158	['ECK2040', 'wzx']
wcaJ	2120160	2121554	['ECK2041']
cpsG	2121609	2122979	['ECK2042', 'manB', 'rfbK']
cpsB	2123084	2124520	['ECK2043', 'manC', 'mni', 'rfbM']
wcaI	2124523	2125746	['ECK2044', 'yefD']
gmm	2125743	2126222	['ECK2045', 'nudD', 'wcaH', 'yefC']
fcl	2126225	2127190	['ECK2046', 'wcaG', 'yefB']
gmd	2127193	2128314	['ECK2047', 'yefA', 'yefN']
wcaF	2128340	2128888	['ECK2048']
wcaE	2128904	2129650	['ECK2049']
wcaD	2129661	2130878	['ECK2050']
wcaC	2130853	2132070	['ECK2051']
wcaB	2132067	2132555	['ECK2052']
wcaA	2132558	2133397	['ECK2053']
wzc	2133490	2135652	['ECK2054']
wzb	2135655	2136098	['ECK2055']
wza	2136104	2137243	['ECK2056']
yegH	2137902	2139485	['ECK2057']
asmA	2139759	2141612	['ECK2058', 'yegA']
dcd	2141634	2142215	['dus', 'ECK2059', 'paxA']
udk	2142307	2142948	['ECK2060']
dgcE	2143266	2146583	['ECK2061', 'yegE']
alkA	2146692	2147540	['aidA', 'ECK2062']
yegD	2147674	2149026	['ECK2063']
yegI	2149039	2150985	['ECK2064']
yegJ	2151185	2151646	['ECK2065']
pphC	2151711	2152472	['ECK2066', 'yegK']
yegL	2152469	2153128	['ECK2067']
sibA	2153311	2153454	['ECK2068', 'QUAD1a', 'ryeC', 'tp11']
ibsA	2153349	2153408	['ECK4482']
sibB	2153646	2153781	['ECK2069', 'QUAD1b', 'ryeD', 'tpe60']
ibsB	2153681	2153737	['ECK4483']
mdtA	2154016	2155263	['ECK2070', 'yegM']
mdtB	2155263	2158385	['ECK2071', 'yegN']
mdtC	2158386	2161463	['ECK2072', 'yegO']
mdtD	2161464	2162879	['ECK2073', 'iceT', 'yegB']
baeS	2162876	2164279	['ECK2074']
baeR	2164276	2164998	['ECK2075']
yegP	2165189	2165521	['ECK2076']
trhP	2165668	2167029	['ECK2077', 'yegQ']
cyaR	2167114	2167200	['ECK2078', 'ryeE']
ogrK	2167302	2167520	['ECK2079']
yegZ	2167602	2167820	['ECK2080']
yegR	2167989	2168306	['ECK2081']
yegS	2168712	2169611	['ECK2082']
gatR	2169693	2171727	['b2087', 'b2090', 'ECK2083']
insE5	2170236	2170535	['ECK0298']
insF5	2170532	2171398	['ECK0299', 'tra5-4']
gatR	2171429	2171727	['b2087', 'b2090', 'ECK2083']
gatD	2171833	2172873	['ECK2084']
gatC	2172921	2174278	['ECK2085']
gatB	2174282	2174566	['ECK2086']
gatA	2174597	2175049	['ECK2087']
gatZ	2175059	2176321	['ECK2088']
gatY	2176350	2177204	['ECK2089', 'yegF']
fbaB	2177512	2178564	['dhnA', 'ECK2090']
yegT	2178821	2180098	['ECK2091']
yegU	2180095	2181099	['ECK2092']
yegV	2181096	2182061	['ECK2093']
yegW	2182035	2182781	['ECK2094']
yegX	2182833	2183651	['ECK2095']
thiD	2183716	2184516	['ECK2096', 'thiA', 'thiJ']
thiM	2184513	2185301	['ECK2097']
rcnR	2185524	2185796	['ECK2098', 'yohL']
rcnA	2185917	2186741	['ECK2099', 'yohM']
rcnB	2186960	2187298	['ECK2100', 'yohN']
yehA	2187380	2188414	['ECK2101']
yehB	2188430	2190910	['ECK2102']
yehC	2190926	2191645	['ECK2103']
yehD	2191680	2192222	['ECK2104']
yehE	2192515	2192796	['ECK2105']
mrp	2193059	2194168	['ECK2106']
metG	2194300	2196333	['ECK2107']
yehF	2196474	2197298	['dinO', 'ECK2108', 'molR_1', 'sosF']
yehH	2197410	2200269	['b2116', 'b2117', 'ECK2108', 'molR', 'yehG']
yehI	2200279	2203911	['ECK2109']
yehK	2203972	2204289	['ECK2110']
yehL	2204596	2205684	['ECK2111']
yehM	2205695	2207974	['ECK2112', 'yehN', 'yehO']
yehP	2207967	2209103	['ECK2113']
yehQ	2209100	2210944	['ECK2114']
yehR	2211225	2211686	['ECK2115']
yehS	2211726	2212196	['ECK2116']
btsR	2212243	2212962	['ECK2117', 'yehT']
btsS	2212959	2214644	['ECK2118', 'yehU']
mlrA	2214866	2215597	['ECK2119', 'yehV']
yohO	2215657	2215764	['ECK2120']
yehW	2215745	2216476	['ECK2121']
yehX	2216481	2217407	['ECK2122']
yehY	2217400	2218557	['ECK2123']
osmF	2218564	2219481	['ECK2124', 'yehZ']
bglX	2219692	2221989	['ECK2125', 'glh', 'yohA']
dld	2222185	2223900	['ECK2126', 'ldh']
pbpG	2223938	2224870	['ECK2127', 'yohB']
yohC	2225044	2225631	['ECK2128']
yohD	2225801	2226379	['ECK2129']
yohF	2226509	2227270	['ECK2130', 'yohE']
mdtQ	2227323	2228758	['b2138', 'ECK2131', 'ECK2132', 'yohG', 'yohH']
yohP	2228982	2229065	['ECK4494']
dusC	2229438	2230385	['ECK2133', 'yohI']
yohJ	2230624	2231022	['ECK2134']
yohK	2231019	2231714	['ECK2135']
cdd	2231844	2232728	['ECK2136']
sanA	2232878	2233597	['ECK2137', 'sfiXSt', 'yeiF']
yeiS	2233600	2233839	['ECK2138']
preT	2234033	2235271	['ECK2139', 'yeiT']
preA	2235265	2236500	['ECK2140', 'yeiA']
mglC	2236743	2237753	['ECK2141', 'mglP']
mglA	2237769	2239289	['ECK2142', 'mgl', 'mglP']
mglB	2239350	2240348	['ECK2143']
galS	2240628	2241668	['ECK2144', 'mglD']
yeiB	2241810	2242967	['ECK2145']
folE	2242984	2243652	['ECK2146']
yeiG	2243910	2244746	['ECK2147']
cirA	2244778	2246769	['cir', 'ECK2148', 'feuA']
lysP	2247063	2248532	['cadR', 'ECK2149']
yeiE	2248737	2249618	['ECK2150']
yeiH	2249717	2250766	['ECK2151']
nfo	2250840	2251697	['ECK2152']
yeiI	2251700	2252788	['ECK2153']
nupX	2252895	2254145	['ECK2154', 'yeiJ']
rihB	2254245	2255186	['ECK2155', 'yeiK']
yeiL	2255355	2256014	['ECK2156']
psuT	2256085	2257335	['ECK2157', 'pscT', 'yeiM']
psuG	2257429	2258367	['ECK2158', 'pscG', 'yeiN']
psuK	2258355	2259296	['ECK2159', 'pscK', 'yeiC']
fruA	2259719	2261410	['ECK2160', 'ptsF']
fruK	2261427	2262365	['ECK2161', 'fpk']
fruB	2262365	2263495	['ECK2162', 'fpr', 'fruF']
setB	2263863	2265044	['ECK2163', 'yeiO']
yeiW	2265041	2265295	['ECK2164']
yeiP	2265450	2266022	['ECK2165']
yeiQ	2266245	2267711	['ECK2166']
yeiR	2267829	2268815	['ECK2167']
lpxT	2268854	2269567	['ECK2168', 'yeiU']
mepS	2269979	2270545	['ECK2169', 'spr', 'yeiV']
