geneid	start	synonyms
yraI	3288090	['ECK3131']
yraJ	3288814	['ECK3132']
yraK	3291341	['ECK3133']
rsmI	3292475	['ECK3134', 'yraL']
lpoA	3293400	['ECK3135', 'yraM']
yraN	3295394	['ECK3136']
diaA	3295809	['ECK3137', 'yraO']
dolP	3296409	['ecfH', 'ECK3138', 'yraP']
yraQ	3297098	['ECK3139']
yraR	3298211	['ECK3140']
yhbO	3298974	['ECK3141']
yhbP	3299472	['ECK3142']
yhbQ	3299966	['ECK3143']
yhbS	3300255	['ECK3144']
ubiT	3300752	['ECK3145', 'yhbT']
ubiU	3301485	['ECK3146', 'yhbU']
ubiV	3302489	['ECK3147', 'yhbV']
yhbW	3303448	['ECK3148']
mtr	3304573	['ECK3149']
deaD	3305971	['csdA', 'ECK3150', 'mssB', 'rhlD']
yrbN	3307853	['ECK4500']
nlpI	3308040	['ECK3151', 'yhbM']
pnp	3309033	['bfl', 'ECK3152']
sraG	3311183	['ECK3153', 'p3', 'psrA15', 'psrO']
rpsO	3311415	['ECK3154', 'secC']
truB	3311833	['ECK3155', 'yhbA']
rbfA	3312777	['ECK3156', 'sdr-43', 'yhbB']
infB	3313342	['ECK3157', 'ssyG']
nusA	3316039	['ECK3158']
rimP	3317554	['ECK3159', 'yhbC']
metY	3318213	['ECK3160']
argG	3318637	['ECK3161']
yhbX	3319988	['ECK3162']
leuU	3322072	['ECK3163']
secG	3322173	['ECK3164', 'prlH']
glmM	3322733	['ECK3165', 'mrsA', 'yhbF']
folP	3324063	['dhpS', 'ECK3166']
ftsH	3325001	['ECK3167', 'hflB', 'mrsC', 'std', 'tolZ']
rlmE	3327035	['ECK3168', 'ftsJ', 'mrsF', 'rrmJ']
yhbY	3327790	['ECK3169']
greA	3328239	['ECK3170']
dacB	3328963	['ECK3171']
obgE	3330582	['cgtA', 'ECK3172', 'obg', 'yhbZ']
yhbE	3331770	['ECK3173']
rpmA	3332862	['ECK3174', 'rpz']
rplU	3333140	['ECK3175']
ispB	3333710	['cel', 'ECK3176', 'yhbD']
sfsB	3334909	['ECK3177', 'nlp', 'sfs7']
murA	3335235	['ECK3178', 'mrbA', 'murZ']
ibaG	3336549	['ECK3179', 'yrbA']
mlaB	3336963	['ECK3180', 'yrbB']
mlaC	3337256	['ECK3181', 'yrbC']
mlaD	3337910	['ECK3182', 'yrbD']
mlaE	3338466	['ECK3183', 'yrbE']
mlaF	3339256	['ECK3184', 'yrbF']
yrbG	3340275	['ECK3185']
kdsD	3341266	['ECK3186', 'yrbH']
kdsC	3342273	['ECK3187', 'yrbI', 'yrbJ']
lptC	3342836	['ECK3188', 'yrbK']
lptA	3343380	['ECK3189', 'yhbN']
lptB	3343944	['ECK3190', 'yhbG']
rpoN	3344717	['ECK3191', 'glnF', 'ntrA']
hpf	3346173	['ECK3192', 'yhbH']
ptsN	3346578	['ECK3193', 'rpoP', 'yhbI']
rapZ	3347115	['ECK3194', 'yhbJ']
npr	3347966	['ECK3195', 'ptsO', 'rpoR', 'yhbK']
yrbL	3348452	['ECK3196']
mtgA	3349081	['ECK3197', 'mgt', 'yrbM']
elbB	3349806	['ECK3198', 'elb2', 's27a', 'yhbL', 'yzzB']
arcZ	3350577	['ECK3199', 'psrA16', 'ryhA', 'sraH']
arcB	3350689	['ECK3200']
yhcC	3353121	['ECK3201']
gltB	3354725	['aspB', 'ECK3202', 'ossB', 'psiQ']
gltD	3359198	['aspB', 'ECK3203', 'ossB', 'psiQ']
gltF	3361176	['ECK3204', 'ossB']
yhcA	3362112	['ECK3205']
yhcD	3362807	['ECK3206']
yhcE	3365185	['b3217', 'b4549', 'ECK3207']
insH1	3365702	['ECK0261', 'trs5-10', 'yi52_10']
yhcE	3366755	['b3217', 'b4549', 'ECK3207']
yhcF	3366926	['ECK3208']
yhcG	3367827	['ECK3209']
nanQ	3369014	['ECK3210', 'yhcH']
nanK	3369475	['ECK3211', 'yhcI']
nanE	3370347	['ECK3212', 'yhcJ']
nanT	3371084	['ECK3213']
nanA	3372683	['ECK3214']
nanR	3373698	['ECK3215', 'yhcK']
dcuD	3374869	['ECK3216', 'yhcL']
sspB	3376279	['ECK3217']
sspA	3376782	['ECK3218', 'pog', 'ssp']
rpsI	3377815	['ECK3219']
rplM	3378223	['ECK3220']
zapE	3378870	['ECK3221', 'yhcM']
zapG	3380191	['ECK3222', 'yhcB']
degQ	3380743	['ECK3223', 'hhoA']
degS	3382200	['ECK3224', 'hhoB', 'htrH']
mdh	3383330	['ECK3225']
argR	3384703	['ECK3226', 'Rarg', 'xerA']
yhcN	3385538	['ECK3227']
yhcO	3385857	['ECK3228']
aaeB	3386221	['ECK3229', 'yhcP']
aaeA	3388194	['ECK3230', 'yhcQ']
aaeX	3389134	['ECK3231', 'yhcR']
aaeR	3389520	['ECK3232', 'qseA', 'yhcS']
tldD	3390583	['ECK3233', 'yhdO']
yhdP	3392458	['b3245', 'b3246', 'ECK3234', 'yhdQ', 'yhdR']
rng	3396326	['adhR', 'cafA', 'ECK3235', 'yhdF']
yhdE	3397785	['ECK3236']
mreD	3398387	['ECK3237']
mreC	3398875	['ECK3238']
mreB	3400044	['ECK3239', 'envB', 'mon', 'mreB_1', 'rodY']
csrD	3401392	['ECK3240', 'yhdA']
yhdH	3403484	['acuI', 'ECK3241']
yrdF	3404495	['ECK4509']
yrdE	3404638	['ECK4442']
accB	3405436	['ECK3242', 'fabE']
accC	3405917	['ECK3243', 'fabG']
yhdT	3407375	['ECK3244']
panF	3407607	['ECK3245']
prmA	3409070	['ECK3246', 'prm-1', 'yhdI']
dusB	3410280	['ECK3247', 'yhdG']
fis	3411271	['ECK3248', 'nbp']
yhdJ	3411653	['ECK3249']
yhdU	3412621	['ECK3250']
envR	3412803	['acrS', 'ECK3251', 'yhdK']
acrE	3413864	['ECK3252', 'envC']
acrF	3415033	['ECK3253', 'envD']
yhdV	3418390	['ECK3254']
yhdW	3419042	['ECK3255']
yhdX	3420134	['ECK3256']
yhdY	3421325	['ECK3257']
yhdZ	3422436	['ECK3258']
rrfF	3423423	['ECK3259', 'rrfDbeta', 'rrvD']
thrV	3423580	['ECK3260']
rrfD	3423668	['ECK3261']
rrlD	3423880	['ECK3262']
alaU	3426958	['ECK3263', 'talD']
ileU	3427076	['ECK3264', 'tilD']
rrsD	3427221	['ECK3265']
yrdA	3429236	['ECK3266']
yrdB	3429766	['ECK3267']
aroE	3430020	['ECK3268']
tsaC	3430843	['ECK3269', 'rimN', 'yrdC']
yrdD	3431420	['ECK3270']
smg	3431991	['ECK3271']
smf	3432436	['b3285', 'b3286', 'ECK3272', 'smf1', 'smf2']
def	3433690	['ECK3273', 'fms']
fmt	3434214	['ECK3274', 'ftm', 'yhdD']
rsmB	3435207	['ECK3275', 'fmu', 'fmv', 'rrmB', 'sun', 'yhdB']
trkA	3436518	['ECK3276']
mscL	3438024	['ECK3277', 'yhdC']
arfA	3438431	['ECK3278', 'yhdL']
zntR	3438705	['ECK3279', 'yhdM']
yhdN	3439141	['ECK3280']
rplQ	3439616	['ECK3281']
rpoA	3440040	['ECK3282', 'pez', 'phs', 'sez']
rpsD	3441055	['ECK3283', 'ramA', 'sud(2)', 'sud2']
rpsK	3441709	['ECK3284']
rpsM	3442115	['ECK3285']
rpmJ	3442618	['ECK3286', 'secX']
secY	3442766	['ECK3287', 'prlA']
rplO	3444105	['ECK3288']
rpmD	3444543	['ECK3289']
rpsE	3444726	['ECK3290', 'eps', 'spc', 'spcA']
rplR	3445244	['ECK3291']
rplF	3445607	['ECK3292']
rpsH	3446153	['ECK3293']
rpsN	3446579	['ECK3294']
rplE	3446899	['ECK3295']
rplX	3447453	['ECK3296']
rplN	3447778	['ECK3297']
rpsQ	3448314	['ECK3298', 'neaA']
rpmC	3448568	['ECK3299']
rplP	3448759	['ECK3300']
rpsC	3449182	['ECK3301']
rplV	3449901	['ECK3302', 'eryB']
rpsS	3450248	['ECK3303']
rplB	3450543	['ECK3304']
rplW	3451382	['ECK3305']
rplD	3451681	['ECK3306', 'eryA']
rplC	3452297	['ECK3307']
rpsJ	3452959	['ECK3308', 'nusE']
gspB	3453508	['ECK3309', 'pinO', 'pioO']
gspA	3453929	['ECK3310', 'yheD']
gspC	3455578	['ECK3311', 'yheE']
gspD	3456377	['ECK3312', 'yheF']
gspE	3458339	['ECK3313', 'yheG']
gspF	3459817	['ECK3314', 'hofF', 'hopF']
gspG	3461023	['ECK3315', 'hofG', 'hopG']
gspH	3461468	['ECK3316', 'hofH', 'hopH']
gspI	3461974	['ECK3317', 'yheH']
gspJ	3462344	['ECK3318', 'yheI']
gspK	3462924	['ECK3319', 'yheJ']
gspL	3463922	['ECK3320', 'yheK']
gspM	3465082	['ECK3321', 'hopZ', 'pshM']
gspO	3465543	['ECK3322', 'hofD', 'hopD', 'hopO', 'yheC']
bfr	3466249	['ECK3323']
bfd	3466797	['ECK3324', 'yheA']
chiA	3467160	['ECK3325', 'yheB']
tufA	3470145	['ECK3326', 'kirT', 'pulT']
fusA	3471400	['ECK3327', 'far', 'fus']
rpsG	3473542	['ECK3328']
rpsL	3474178	['asuB', 'ECK3329', 'strA']
tusB	3474678	['ECK3330', 'yheL']
tusC	3474973	['ECK3331', 'yheM']
tusD	3475332	['ECK3332', 'yheN']
yheO	3475718	['ECK3333']
fkpA	3476607	['ECK3334', 'yzzS']
slyX	3477640	['ECK3335']
slyD	3477907	['ECK3336']
yheV	3478592	['ECK3337']
kefB	3478802	['ECK3338', 'trkB']
kefG	3480607	['ECK3339', 'yheR']
yheS	3481289	['ECK3340']
yheT	3483202	['ECK3341']
yheU	3484218	['ECK3342']
prkB	3484490	['ECK3343', 'yhfF']
yhfA	3485414	['ECK3344']
crp	3486120	['cap', 'csm', 'ECK3345', 'gurB']
yhfK	3486791	['ECK3346']
argD	3488960	['Arg1', 'dapC', 'dtu', 'ECK3347']
yrfJ	3490132	['ECK4677']
pabA	3490266	['ECK3348']
fic	3490861	['ECK3349', 'ficT']
yhfG	3491453	['ECK3350', 'ficA']
ppiA	3491725	['ECK3351', 'rot', 'rotA']
tsgA	3492568	['ECK3352', 'gutS', 'yhfC', 'yhfH']
nirB	3494011	['ECK3353']
nirD	3496551	['ECK3354']
nirC	3497003	['ECK3355']
cysG	3497828	['ECK3356']
yhfL	3499448	['ECK3357']
frlA	3499910	['ECK3358', 'yhfM']
frlB	3501268	['ECK3359', 'yhfN']
frlC	3502340	['b3372', 'b3373', 'ECK3360', 'yhfO', 'yhfP']
frlD	3503167	['ECK3361', 'yhfQ']
frlR	3504052	['ECK3362', 'yhfR']
yhfS	3504935	['ECK3363']
yhfT	3506032	['ECK3364']
yhfU	3507348	['ECK3365']
php	3507712	['ECK3366', 'yhfV']
yhfW	3508587	['ECK3367']
yhfX	3509813	['ECK3368']
yhfY	3511060	['ECK3369']
yhfZ	3511439	['ECK3370']
trpS	3512634	['ECK3371']
gph	3513631	['ECK3372', 'yhfE']
rpe	3514382	['dod', 'ECK3373', 'yhfD']
dam	3515077	['ECK3374']
damX	3516020	['ECK3375', 'yhfB']
aroB	3517398	['ECK3376']
aroK	3518543	['ECK3377']
hofQ	3519465	['ECK3378', 'hopQ']
hofP	3520615	['ECK3379', 'yrfA']
hofO	3521009	['ECK3380', 'yrfB']
hofN	3521433	['ECK3381', 'yrfC']
hofM	3521972	['ECK3382', 'yrfD']
mrcA	3522871	['ECK3383', 'ponA']
nudE	3525589	['ECK3384', 'yrfE']
igaA	3526469	['ECK3385', 'yrfF']
yrfG	3528669	['ECK3386']
hslR	3529348	['ECK3387', 'hsp15', 'yrfH']
hslO	3529774	['ECK3388', 'yrfI']
yhgE	3530715	['ECK3389']
pck	3532818	['ECK3390', 'pckA']
envZ	3534516	['ECK3391', 'ompB', 'perA', 'tpo']
ompR	3535865	['cry', 'ECK3392', 'kmt', 'ompB']
greB	3536812	['ECK3393']
yhgF	3537385	['ECK3394']
feoA	3540163	['ECK3395']
feoB	3540407	['ECK3396']
feoC	3542728	['ECK3397', 'yhgG']
rpnA	3543167	['ECK3398', 'yhgA']
bioH	3544074	['bioB', 'ECK3399']
yhgH	3544882	['ECK3400', 'gntX']
nfuA	3545624	['ECK3401', 'gntY', 'yhgI']
gntT	3546559	['ECK3402', 'gntM', 'gntTalpha', 'usgA', 'yhgC']
malQ	3547986	['ECK3403', 'malA']
malP	3550080	['blu', 'ECK3404', 'malA']
malT	3553085	['ECK3405', 'malA']
rtcA	3555833	['b3419', 'b3420', 'ECK3406', 'yhgJ', 'yhgK']
rtcB	3556853	['ECK3407', 'yhgL']
rtcR	3558268	['ECK3408', 'yhgB']
glpR	3559848	['ECK3409']
glpG	3560622	['ECK3410']
glpE	3561497	['ECK3411']
glpD	3562013	['ECK3412', 'glyD']
yzgL	3563724	['ECK3413']
glgP	3564134	['ECK3414', 'glgY']
glgA	3566600	['ECK3415']
glgC	3568033	['ECK3416']
glgX	3569346	['ECK3417']
glgB	3571316	['ECK3418']
yhgO	3573660	['ECK4645']
yhgP	3573679	['ECK4646']
asd	3573775	['dap', 'ECK3419', 'hom']
yhgN	3575071	['ECK3420']
gntU	3575721	['b3435', 'b3436', 'ECK3421']
gntK	3577065	['ECK3422']
gntR	3577731	['ECK3423']
yhhW	3578950	['ECK3424']
yhhX	3579768	['ECK3425']
ryhB	3580922	['ECK3426', 'IS176', 'psrA18', 'sraI']
yhhY	3581138	['ECK3427']
yhhZ	3581863	['ECK3428']
yrhA	3583038	['ECK3429']
insA	3583483	['ECK0023']
insB	3583677	['ECK0022']
yrhA	3584205	['ECK3429']
yrhD	3584404	['ECK4421']
yrhB	3584759	['ECK3430']
ggt	3585081	['ECK3431']
yhhA	3586943	['ECK3432']
ugpQ	3587370	['ECK3433']
ugpC	3588110	['ECK3434']
ugpE	3589182	['ECK3435']
ugpA	3590024	['ECK3436', 'psiB', 'psiC', 'ugp']
ugpB	3591009	['ECK3437', 'psiB', 'psiC']
livF	3592724	['ECK3438']
livG	3593439	['ECK3439', 'hrbB', 'hrbC', 'hrbD']
livM	3594203	['ECK3440']
livH	3595477	['ECK3441', 'hrbB', 'hrbC', 'hrbD']
livK	3596451	['ECK3442', 'hrbB', 'hrbC', 'hrbD']
panZ	3597984	['ECK3443', 'livL', 'panM', 'yhhK']
livJ	3598555	['ECK3444', 'hrbB', 'hrbC', 'hrbD']
rpoH	3599929	['ECK3445', 'fam', 'hin', 'htpR']
ftsX	3601028	['ECK3446', 'ftsS']
ftsE	3602079	['ECK3447']
ftsY	3602750	['ECK3448']
rsmD	3604393	['ECK3449', 'yhhF']
yhhL	3604979	['ECK3450']
yhhM	3605251	['ECK3451']
yhhN	3605751	['ECK3452']
zntA	3606451	['ECK3453', 'yhhO']
tusA	3608751	['ECK3454', 'sirA', 'yhhP']
yhhQ	3609217	['ECK3455']
dcrB	3609955	['ECK3456', 'yhhR']
yhhS	3610516	['ECK3457']
yhhT	3611865	['ECK3458']
acpT	3612969	['ECK3459', 'yhhU']
nikA	3613667	['ECK3460', 'hydC', 'hydD']
nikB	3615241	['ECK3461', 'hydC', 'hydD']
nikC	3616182	['ECK3462', 'hydC', 'hydD']
nikD	3617015	['ECK3463', 'hydC', 'hydD']
nikE	3617776	['ECK3464', 'hydC', 'hydD']
nikR	3618588	['ECK3465', 'yhhG']
rhsB	3619192	['ECK3466']
yhhH	3623399	['ECK3467']
yrhC	3623887	['ECK3468']
yhhI	3624378	['ECK3469']
yhhJ	3625679	['ECK3470']
rbbA	3626803	['ECK3471', 'yhiG', 'yhiH']
yhiI	3629535	['ECK3472']
yhiY	3630665	['ECK4647']
yhiJ	3630968	['ECK3473']
yhiL	3632852	['b3489', 'b3490', 'ECK3474', 'ECK3475', 'yhiK']
yhiM	3634841	['ECK3476']
yhiN	3636208	['ECK3477']
pitA	3637642	['ECK3478', 'pit']
uspB	3639385	['ECK3479', 'yhiO']
uspA	3640111	['ECK3480']
yriA	3640612	['ECK4648']
yriB	3640643	['ECK4649']
dtpB	3640862	['ECK3481', 'yhiP']
rsmJ	3642380	['ECK3482', 'yhiQ']
prlC	3643140	['ECK3483', 'opdA']
rlmJ	3645385	['ECK3484', 'yhiR']
gor	3646299	['ECK3485', 'gorA']
dinQ	3647705	['ECK4422']
agrA	3648063	['ECK4569']
agrB	3648294	['ECK4570']
arsR	3648528	['arsE', 'ECK3486']
arsB	3648935	['arsF', 'ECK3487']
arsC	3650237	['arsG', 'ECK3488']
yhiS	3651291	['ECK3489']
insH1	3652182	['ECK0261', 'trs5-11', 'yi52_11']
yhiS	3653236	['ECK3489']
slp	3653961	['ECK3490']
dctR	3654683	['ECK3491', 'yhiF']
yhiD	3655255	['ECK3492', 'yhhE']
hdeB	3655966	['ECK3493', 'yhhD', 'yhiC']
hdeA	3656408	['ECK3494', 'yhhC', 'yhiB']
hdeD	3656995	['ECK3495', 'yhiA']
arrS	3657985	['ECK4516']
gadE	3658366	['ECK3496', 'yhiE', 'yhiT']
gadF	3658992	['ECK4575']
mdtE	3659232	['ECK3497', 'yhiU']
mdtF	3660414	['ECK3498', 'yhiV']
gadW	3663890	['ECK3499', 'yhiW']
gadY	3664864	['ECK3500', 'IS183']
gadX	3664986	['ECK3501', 'yhiX']
gadA	3666180	['ECK3502', 'gadS']
ccp	3667791	['ECK3503', 'yhjA']
treF	3669592	['ECK3504']
yhjB	3671292	['ECK3505']
rcdB	3672414	['ECK3506', 'yhjC']
yhjD	3673362	['ECK3507']
yhjE	3674786	['ECK3508']
yhjG	3676290	['ECK3509', 'yhjF']
pdeH	3678420	['ECK3510', 'yhjH']
kdgK	3679419	['ECK3511', 'yhjI']
yhjJ	3680444	['ECK3512']
dctA	3682161	['ECK3513']
pdeK	3683630	['ECK3514', 'yhjK']
bcsC	3685700	['ECK3515', 'yhjL']
bcsZ	3689155	['bcsC', 'ECK3516', 'yhjM']
bcsB	3690268	['ECK3517', 'yhjN']
bcsA	3692618	['ECK3518', 'yhjO', 'yhjP']
bcsQ	3695233	['ECK3519', 'yhjQ']
yhjR	3695997	['bcsR', 'ECK3520']
bcsE	3696458	['ECK3521', 'yhjS']
bcsF	3698026	['ECK3522', 'yhjT']
bcsG	3698214	['ECK3523', 'yhjU']
ldrD	3699980	['ECK3524']
rdlD	3700136	['ECK3525']
yhjV	3700563	['ECK3526']
dppF	3701864	['dppE', 'ECK3527']
dppD	3702865	['ECK3528']
dppC	3703859	['ECK3529']
dppB	3704771	['ECK3530']
dppA	3706098	['alu', 'dpp', 'ECK3531', 'fpp']
proK	3708616	['ECK3532', 'proV']
eptB	3708784	['ECK3533', 'yhjW']
yhjX	3710799	['ECK3534']
yhjY	3712236	['ECK3535']
tag	3713092	['ECK3536', 'tagA']
yiaC	3713652	['ECK3537']
bisC	3714061	['ECK3538']
yiaD	3716547	['ECK3539']
ghrB	3717310	['ECK3540', 'tkrA', 'yiaE']
yiaF	3718334	['ECK3541']
yiaG	3719478	['ECK3542']
cspA	3720049	['ECK3543']
ysaE	3720400	['ECK4650']
mokA	3720448	['ECK4448']
hokA	3720448	['ECK3544', 'yiaZ']
insJ	3720680	['ECK3545', 'yi5A']
insK	3721198	['dinS', 'ECK3546', 't150', 'yi5B']
sokA	3722077	['ECK4423']
glyS	3722328	['ECK3547']
glyQ	3724407	['cfcA', 'ECK3548', 'glyS(A)']
ysaB	3725413	['ECK3549']
wecH	3725887	['ECK3550', 'yiaH']
yiaA	3726924	['ECK3551']
yiaB	3727407	['ECK3552']
xylB	3727917	['ECK3553']
xylZ	3729386	['ECK4691']
xylA	3729443	['ECK3554']
xylF	3731131	['ECK3555', 'xylT']
xylG	3732201	['ECK3556']
xylH	3733720	['ECK3557']
xylR	3734979	['ECK3558']
bax	3736353	['ECK3559']
baxL	3737177	['ECK4651']
malS	3737497	['ECK3560']
avtA	3739705	['ECK3561']
ysaA	3741109	['ECK3562', 'yiaI']
plaR	3741684	['ECK3563', 'yiaJ']
yiaK	3742733	['ECK3564']
yiaL	3743743	['ECK3565']
yiaM	3744328	['ECK3566']
yiaN	3744804	['ECK3567']
yiaO	3746094	['ECK3568']
lyxK	3747084	['ECK3569', 'lyx', 'sgbK', 'xylK', 'yiaP']
sgbH	3748577	['ECK3570', 'yiaQ']
sgbU	3749232	['ECK3571', 'yiaR']
sgbE	3750086	['ECK3572', 'yiaS']
ysaC	3750813	['ECK4459']
ysaD	3750918	['ECK4460']
yiaT	3751128	['ECK3573']
yiaU	3751992	['ECK3574']
yiaV	3752963	['ECK3575']
yiaW	3754105	['ECK3576']
aldB	3754973	['ECK3577', 'yiaX']
yiaY	3756676	['ECK3578']
selB	3758017	['ECK3579', 'fdhA']
selA	3759858	['ECK3580', 'fdhA']
yibF	3761347	['ECK3581']
rhsA	3762183	['ECK3582']
yibA	3766337	['ECK3583']
yibJ	3767221	['ECK3584', 'rhsJ']
yibG	3768177	['ECK3585']
yibS	3768639	['ECK4440']
yibW	3768892	['ECK4450']
yibV	3769345	['ECK4424']
yibU	3769948	['ECK4449']
yibH	3770243	['ECK3586']
yibI	3771382	['ECK3587']
mtlA	3772281	['ECK3588', 'mtlC']
mtlD	3774424	['ECK3589']
mtlR	3775572	['ECK3590']
yibT	3776171	['ECK3591']
yibL	3776665	['ECK3592']
lldP	3777399	['ECK3593', 'lct', 'lctP']
lldR	3779054	['ECK3594', 'lct', 'lctR']
lldD	3779827	['ECK3595', 'lct', 'lctD']
trmL	3781215	['ECK3596', 'yibK']
cysE	3781741	['ECK3597']
gpsA	3782642	['ECK3598']
secB	3783661	['ECK3599']
grxC	3784191	['ECK3600', 'yibM']
yibN	3784584	['ECK3601']
gpmM	3785260	['ECK3602', 'gpmC', 'gpmI', 'pgmI', 'yibO']
envC	3786838	['ECK3603', 'slm11', 'yibP']
yibQ	3788101	['ECK3604']
waaH	3789047	['ECK3605', 'yibD']
tdh	3790320	['ECK3606']
kbl	3791355	['ECK3607']
htrL	3792826	['ECK3608', 'yibB']
rfaD	3793987	['ECK3609', 'hldD', 'htrM', 'nbsB', 'waaD']
waaF	3794929	['ECK3610', 'rfaF']
waaC	3795979	['ECK3611', 'rfa-2', 'rfaC', 'yibC']
waaL	3796948	['ECK3612', 'rfaL']
yibX	3797772	['ECK4652']
yibY	3798039	['ECK4653']
waaU	3798239	['ECK3613', 'rfaK']
waaZ	3799345	['ECK3614', 'rfaZ']
waaY	3800267	['ECK3615', 'rfaY']
waaJ	3800983	['ECK3616', 'rfaJ', 'waaR']
waaO	3802039	['ECK3617', 'rfaI', 'waaI']
waaB	3803058	['ECK3618', 'lps', 'rfaB', 'syn']
waaS	3804181	['ECK3619', 'rfaS']
waaP	3805153	['ECK3620', 'rfaP']
waaG	3805943	['ECK3621', 'rfaG']
waaQ	3807064	['ECK3622', 'rfaQ']
rirA	3808166	['ECK4617']
waaA	3808540	['ECK3623', 'kdtA']
coaD	3809825	['ECK3624', 'kdtB', 'yicA']
mutM	3810343	['ECK3625', 'fpg']
rpmG	3811250	['ECK3626']
rpmB	3811438	['ECK3627']
yicR	3811891	['ECK3628', 'radC']
dfp	3812731	['coaBC', 'ECK3629']
dut	3813929	['dnaS', 'ECK3630', 'sof']
slmA	3814494	['ECK3631', 'ttk', 'yicB']
pyrE	3815127	['ECK3632']
rph	3815863	['ECK3633']
yicC	3816676	['ECK3634']
dinD	3817760	['ECK3635', 'pcsA', 'yicD']
yicG	3818874	['ECK3636']
ligB	3819488	['ECK3637', 'yicF']
gmk	3821428	['ECK3638', 'spoR']
rpoZ	3822106	['ECK3639', 'spoS']
spoT	3822400	['ECK3640']
trmH	3824515	['ECK3641', 'spoU']
recG	3825210	['ECK3642', 'radC', 'spoV']
gltS	3827460	['ECK3643', 'gltC']
xanP	3828945	['ECK3644', 'yicE']
yicH	3830457	['ECK3645']
yicI	3832219	['ECK3646']
yicJ	3834547	['ECK3647']
selC	3836222	['ECK3648', 'fdhC']
yicT	3836425	['ECK4456', 'erhM', 'rhuM']
setC	3836953	['ECK3649', 'yicK']
yicL	3838248	['ECK3650']
yicU	3838642	['ECK4654']
nlpA	3839175	['ECK3651']
yicS	3840215	['ECK3652']
nepI	3840549	['ECK3653', 'yicM']
yicN	3841950	['ECK3654']
adeQ	3842455	['ECK3655', 'yicO']
adeD	3843964	['ade', 'adu', 'ECK3656', 'yicP']
uhpU	3845730	['ECK4686']
uhpT	3845776	['ECK3657']
uhpC	3847305	['ECK3658']
uhpB	3848634	['ECK3659']
uhpA	3850136	['ECK3660']
ilvN	3850802	['ECK3661']
ilvB	3851096	['ECK3662']
ivbL	3852890	['ECK3663']
istR	3853118	['ECK4425', 'istR-1', 'istR-2', 'psrA19']
tisB	3853553	['ECK4427', 'ysdB']
ysdE	3853766	['ECK4655']
emrD	3853922	['ECK3664', 'yicQ']
yidF	3855114	['ECK3665']
yidG	3855608	['ECK3666']
yidH	3855960	['ECK3667']
yidI	3856415	['ECK3668']
yidJ	3856911	['ECK3669']
yidK	3858401	['ECK3670']
yidL	3860283	['ECK3671']
glvG	3861173	['b3681', 'ECK3672', 'ECK3673', 'yidM', 'ysdC']
glvB	3861987	['ECK3674', 'yidN', 'yidO']
glvC	3862497	['ECK3675', 'ptiC']
yidP	3863899	['ECK3676']
yidE	3864612	['ECK3677', 'yibE']
ibpB	3866469	['ECK3678', 'hslS', 'htpE']
ibpA	3867009	['ECK3679', 'hslT', 'htpN']
yidQ	3867728	['ecfI', 'ECK3680']
yidR	3868062	['ECK3681']
cbrA	3869377	['ECK3682', 'yidS']
dgoT	3870438	['ECK3683', 'yidT']
dgoD	3871850	['b3692', 'ECK3684', 'yidU']
dgoA	3872995	['b3692', 'ECK3685', 'yidU']
dgoK	3873596	['ECK3686', 'yidV']
dgoR	3874471	['b3694', 'b3695', 'ECK3687', 'yidW']
yidX	3875438	['ECK3688']
yidA	3876140	['ECK3689']
yidB	3877067	['ECK3690']
gyrB	3877705	['acrB', 'Cou', 'ECK3691', 'himB', 'hisU', 'hopA', 'nalC', 'parA', 'pcbA', 'pcpA']
recF	3880148	['ECK3692', 'uvrF']
dnaN	3881221	['ECK3693']
dnaA	3882326	['ECK3694']
ysdD	3884026	['ECK4614']
rpmH	3884336	['ECK3695', 'rimA', 'ssaF']
rnpA	3884493	['ECK3696']
yidD	3884816	['ECK3697']
yidC	3885076	['ECK3698']
mnmE	3886828	['ECK3699', 'thdF', 'trmE']
tnaC	3888435	['ECK3700', 'tnaL']
tnaA	3888730	['ECK3701', 'ind', 'tnaR']
tnaB	3890236	['ECK3702', 'tnaP', 'trpP']
mdtL	3891615	['ECK3703', 'yidY']
yidZ	3892765	['ECK3704']
yieE	3893881	['ECK3705']
yieF	3894652	['chrR', 'ECK3706']
adeP	3895272	['ECK3707', 'purP', 'yieG']
yieH	3896774	['ECK3708']
cbrB	3897506	['ECK3709', 'yieI']
cbrC	3898022	['ECK3710', 'yieJ']
yieK	3898671	['ECK3711']
yieL	3899408	['ECK3712']
bglH	3900604	['ECK3713', 'yieC']
bglB	3902289	['blgA', 'ECK3714']
bglF	3903720	['bglS', 'ECK3715']
bglG	3905731	['bglC', 'ECK3716']
phoU	3906853	['ECK3717', 'phoT', 'pst']
pstB	3907593	['ECK3718', 'phoT']
pstA	3908549	['ECK3719', 'phoR2', 'phoR2b', 'phoT', 'R2pho']
pstC	3909439	['ECK3720', 'phoW']
pstS	3910485	['ECK3721', 'nmpA', 'phoR2a', 'phoS', 'R2pho', 'T']
glmS	3911839	['ECK3722']
glmU	3913830	['ECK3723', 'yieA']
atpC	3915553	['ECK3724', 'papG', 'uncC']
atpD	3915993	['ECK3725', 'papB', 'uncD']
atpG	3917402	['ECK3726', 'papC', 'uncG']
atpA	3918316	['ECK3727', 'papA', 'uncA']
atpH	3919870	['ECK3728', 'papE', 'uncH']
